Business Name,Type of cuisine
Dedos Global Kitchen, Street Food
ThaiRico,Asian
ThaiRico, Thai
Carlos Restaurant,International
Carlos Restaurant, Mediterranean
Carlos Restaurant, European
Antico Caffe,Italian
Antico Caffe, Mediterranean
Antico Caffe, European
Antico Caffe, Sardinian
Antico Caffe, Southern-Italian
Bobby's III Indian Tandoori Restaurant,Indian
Finca Tres Roques,Steakhouse
Finca Tres Roques, Mediterranean
Finca Tres Roques, Spanish
Finca Tres Roques, Healthy
Finca Tres Roques, Catalan
Almar Tenerife,Seafood
Almar Tenerife, Mediterranean
Almar Tenerife, European
Almar Tenerife, Spanish
Almar Tenerife, Healthy
Almar Tenerife, Fusion
La Pondala,Spanish
Casa Trabanco,European
Casa Trabanco, Spanish
La Taberna Zingara Gijón,Mediterranean
La Taberna Zingara Gijón, European
Tierra Astur Poniente,Steakhouse
Tierra Astur Poniente, Mediterranean
Tierra Astur Poniente, European
Tierra Astur Poniente, Spanish
La cocina de Lolo,Spanish
La cocina de Lolo, Mediterranean
Tierra Astur Espichas,Spanish
A Feira Do Pulpo,European
A Feira Do Pulpo, Spanish
La Casa del Parque,Mediterranean
La Casa del Parque, Spanish
El Feudo,Mediterranean
El Feudo, European
El Feudo, Spanish
El Feudo, Wine Bar
Go Sushi,Japanese
Go Sushi, Sushi
Go Sushi, Asian
Amares Gastronomía,Mediterranean
Amares Gastronomía, Spanish
Amares Gastronomía, International
Amares Gastronomía, Contemporary
Golfo Vermuteria & Casual Food,Mediterranean
Golfo Vermuteria & Casual Food, Spanish
Golfo Vermuteria & Casual Food, Healthy
Golfo Vermuteria & Casual Food, Street Food
El Temporal Vigo,Mediterranean
El Temporal Vigo, European
El Temporal Vigo, Spanish
Da-VID,Mediterranean
Da-VID, European
Da-VID, Spanish
Da-VID, Soups
Da-VID, Contemporary
Nikkō espacio gastronómico,Japanese
Nikkō espacio gastronómico, Sushi
Nikkō espacio gastronómico, Asian
Nikkō espacio gastronómico, Healthy
Nikkō espacio gastronómico, Fusion
Nikkō espacio gastronómico, Japanese Fusion
Abisal restaurante,Mediterranean
Abisal restaurante, Contemporary
Abisal restaurante, Spanish
Kita,Japanese
Kita, Asian
Kita, Sushi
Porto Santo,Bar
Porto Santo, Mediterranean
Porto Santo, European
Porto Santo, Spanish
Pizzeria L'Italiana,Italian
Pizzeria L'Italiana, Pizza
Pizzeria L'Italiana, Mediterranean
Pizzeria L'Italiana, European
La Pepita Burger Bar - Vigo,American
La Pepita Burger Bar - Vigo, European
PurOsushi,Japanese
PurOsushi, Sushi
PurOsushi, Asian
Alium,Mediterranean
Alium, Spanish
Rias baixas 2,Seafood
Rias baixas 2, Mediterranean
Rias baixas 2, European
Rias baixas 2, Spanish
Casa Galeguesa,Fast Food
Fuxion Gastrobar,International
Fuxion Gastrobar, Mediterranean
Fuxion Gastrobar, European
Fuxion Gastrobar, Spanish
Fuxion Gastrobar, Fusion
Fuxion Gastrobar, Healthy
Ristorante Coliseo Pizzeria,Italian
Ristorante Coliseo Pizzeria, Mediterranean
Ristorante Coliseo Pizzeria, European
Ristorante Coliseo Pizzeria, Tuscan
Ristorante Coliseo Pizzeria, Central-Italian
Ristorante Coliseo Pizzeria, Pizza
India Gate,Indian
India Gate, Asian
India Gate, Balti
Pinocchio Restaurant,Italian
Pinocchio Restaurant, Pizza
Pinocchio Restaurant, Mediterranean
Pinocchio Restaurant, European
Bar Cofradia,Seafood
Bar Cofradia, Mediterranean
Bar Cofradia, European
Bar Cofradia, Spanish
Bar Cofradia, Healthy
Two Palms Restaurant,European
Two Palms Restaurant, British
Two Palms Restaurant, International
Duetto,Italian
Duetto, Pizza
Ristorante Pizzeria L'Originale Benidorm,Italian
Ristorante Pizzeria L'Originale Benidorm, Pizza
Ristorante Pizzeria L'Originale Benidorm, Mediterranean
Ristorante Pizzeria L'Originale Benidorm, Neapolitan
Ristorante Pizzeria L'Originale Benidorm, Campania
Ristorante Pizzeria L'Originale Benidorm, Tuscan
Ristorante Pizzeria L'Originale Benidorm, Romana
Ristorante Pizzeria L'Originale Benidorm, Lazio
Ristorante Pizzeria L'Originale Benidorm, Central-Italian
Ristorante Pizzeria L'Originale Benidorm, Southern-Italian
Steak 21 Urban Kitchen,American
Steak 21 Urban Kitchen, Steakhouse
Steak 21 Urban Kitchen, Bar
Steak 21 Urban Kitchen, International
Steak 21 Urban Kitchen, Grill
Steak 21 Urban Kitchen, Beer restaurants
La Oficina del Gusto,Italian
La Oficina del Gusto, Tuscan
La Oficina del Gusto, Romana
La Oficina del Gusto, Lazio
La Oficina del Gusto, Sicilian
La Oficina del Gusto, Central-Italian
La Oficina del Gusto, Southern-Italian
La Oficina del Gusto, Apulian
Mumbai Masala Playa Paraíso,Indian
Spice Garden Indian Restaurant,Indian
Lagarto Brasserie,International
Lagarto Brasserie, Mediterranean
Lagarto Brasserie, European
Lagarto Brasserie, Grill
Bloom Bar & Brunch,Cafe
Bloom Bar & Brunch, Healthy
"La Tagliatella CC Torrecárdenas, Almería",Italian
"La Tagliatella CC Torrecárdenas, Almería", Mediterranean
"La Tagliatella CC Torrecárdenas, Almería", Sicilian
"La Tagliatella CC Torrecárdenas, Almería", Southern-Italian
UM Beach House Portals,Bar
UM Beach House Portals, Mediterranean
UM Beach House Portals, European
UM Beach House Portals, Spanish
UM Beach House Portals, Healthy
Il Tano Portals Nous,Italian
Il Tano Portals Nous, Pizza
Il Tano Portals Nous, Mediterranean
Il Tano Portals Nous, European
Il Tano Portals Nous, Neapolitan
Il Tano Portals Nous, Campania
Il Tano Portals Nous, Southern-Italian
Restaurant Les 2 Freres,French
Restaurant Les 2 Freres, Mediterranean
Jovellanos 16,Mediterranean
Jovellanos 16, European
Jovellanos 16, Spanish
UDON Torre Cardenas,Japanese
UDON Torre Cardenas, Asian
UDON Torre Cardenas, Fusion
Tony Garcia Espacio Gastronomico,Mediterranean
Tony Garcia Espacio Gastronomico, Spanish
Tony Garcia Espacio Gastronomico, Healthy
Tony Garcia Espacio Gastronomico, Fusion
Illetas Boulevard Restaurante,Spanish
Illetas Boulevard Restaurante, Bar
Illetas Boulevard Restaurante, Mediterranean
Illetas Boulevard Restaurante, European
La Tagliatella Almeria,Italian
La Tagliatella Almeria, Pizza
La Tagliatella Almeria, Mediterranean
La Tagliatella Almeria, Tuscan
La Tagliatella Almeria, Central-Italian
La mala,Bar
La mala, International
La mala, Mediterranean
La mala, European
La mala, Spanish
La mala, Fusion
La Mala- Croqueteria,Spanish
La Mala- Croqueteria, Mediterranean
La Mala- Croqueteria, European
La Mala- Croqueteria, International
La Mala- Croqueteria, Fusion
Aljaima,African
Aljaima, Moroccan
Aljaima, Mediterranean
Aljaima, Middle Eastern
Aljaima, Arabic
Chi Ton,Spanish
Chi Ton, Cafe
Chi Ton, Mediterranean
Chi Ton, Fusion
Ristorante Alby's,Italian
Ristorante Alby's, Mediterranean
The Seaside,European
The Seaside, British
La Lonja,Seafood
La Lonja, Mediterranean
La Lonja, European
La Lonja, Spanish
Restaurante Pizzeria Palette,European
Ciao Bella,Italian
Ciao Bella, Mediterranean
Ciao Bella, European
Casa Monaco,Italian
Casa Monaco, Pizza
Restaurante Dominique's Fuengirola,Italian
Restaurante Dominique's Fuengirola, Mediterranean
Restaurante Dominique's Fuengirola, European
Restaurante Dominique's Fuengirola, Spanish
Tutto Bene Trattoria,Italian
Tutto Bene Trattoria, Pizza
Tutto Bene Trattoria, Healthy
Restaurante Don Pé,Mediterranean
Restaurante Don Pé, European
Restaurante Don Pé, Spanish
FMOS,Steakhouse
FMOS, Mediterranean
FMOS, European
FMOS, Central European
FMOS, Scandinavian
Taxi-Angus Burger,American
Taxi-Angus Burger, Fast Food
The Wessex Bar,European
Bambù Café Restaurant,Bar
Bambù Café Restaurant, Cafe
Bambù Café Restaurant, European
Bambù Café Restaurant, Mediterranean
House of Flavours,Mexican
House of Flavours, Indian
House of Flavours, Balti
House of Flavours, Grill
Restaurante Playa Larry Torremolinos,Seafood
Restaurante Playa Larry Torremolinos, Mediterranean
Restaurante Playa Larry Torremolinos, Spanish
Canto del Agua,Mediterranean
Canto del Agua, European
Canto del Agua, Spanish
Canto del Agua, Argentinean
Canto del Agua, International
Chiringuito La Moraga,Seafood
Chiringuito La Moraga, Mediterranean
Chiringuito La Moraga, Spanish
Bar Chill,Bar
Bar Chill, British
Bar Chill, Cafe
Bar Chill, Pub
Ponderosa Roadhouse,Seafood
Ponderosa Roadhouse, European
Ponderosa Roadhouse, Scandinavian
Ponderosa Roadhouse, Steakhouse
Ponderosa Roadhouse, Bar
Ponderosa Roadhouse, British
Ponderosa Roadhouse, Pub
MESON LA SALINA,Mediterranean
MESON LA SALINA, European
MESON LA SALINA, Spanish
Old Swiss House Restaurant,Swiss
Old Swiss House Restaurant, European
Old Swiss House Restaurant, Central European
Old Swiss House Restaurant, International
Octopussy,Seafood
Octopussy, International
Octopussy, Mediterranean
Octopussy, European
Octopussy, Spanish
Octopussy, Catalan
UDON Parc Central,Japanese
UDON Parc Central, Asian
UDON Parc Central, Fusion
Kraken Tarragona,Mediterranean
Kraken Tarragona, Spanish
Kraken Tarragona, Healthy
Apats Quattros,International
Apats Quattros, Mediterranean
Apats Quattros, Fusion
Apats Quattros, European
Apats Quattros, Contemporary
Bitcoin Rock Cafe,American
Bitcoin Rock Cafe, European
Bitcoin Rock Cafe, Spanish
Raco de la mora,Seafood
Raco de la mora, Mediterranean
Raco de la mora, European
Raco de la mora, Spanish
Raco de la mora, Catalan
Korxo,Mediterranean
Korxo, Wine Bar
Korxo, European
Korxo, Spanish
Palau del Baro,Spanish
Palau del Baro, Healthy
Palau del Baro, Catalan
El Complet,Mediterranean
El Complet, European
El Complet, Spanish
Miss Sushi Tarragona,Japanese
Miss Sushi Tarragona, Sushi
Miss Sushi Tarragona, Asian
Miss Sushi Tarragona, Fusion
Maria Manuela,Mediterranean
Maria Manuela, Spanish
Maria Manuela, Contemporary
Maria Manuela, Healthy
Hiroki Sushi Bar,Japanese
Hiroki Sushi Bar, Sushi
Hiroki Sushi Bar, Asian
Hiroki Sushi Bar, Fusion
Room Museum,Mediterranean
Room Museum, European
Room Museum, Spanish
Baga Biga Faktoria,Mediterranean
Baga Biga Faktoria, European
Baga Biga Faktoria, Spanish
Baga Biga Faktoria, Bar
Baga Biga Faktoria, International
Asador Portuetxe,Seafood
Asador Portuetxe, Steakhouse
Asador Portuetxe, Spanish
Sidreria Beharri,European
Sidreria Beharri, Spanish
Sidreria Iruin Astiazaran,Steakhouse
Sidreria Iruin Astiazaran, Spanish
Sidreria Iruin Astiazaran, European
Mora Mar,Mediterranean
Mora Mar, European
Mora Mar, Spanish
Mora Mar, Catalan
La Cuina d'en Xavier,Spanish
La Cuina d'en Xavier, Mediterranean
Namaste indian Restaurant,Indian
Namaste indian Restaurant, International
Namaste indian Restaurant, Asian
Namaste indian Restaurant, Healthy
Namaste indian Restaurant, Tibetan
Namaste indian Restaurant, Nepali
TORO Puerto Marina,Steakhouse
TORO Puerto Marina, Mediterranean
TORO Puerto Marina, European
TORO Puerto Marina, Spanish
La Carteleria,European
La Carteleria, Spanish
La Carteleria, Mediterranean
Da Mario,Italian
Da Mario, Mediterranean
Da Mario, Sicilian
Da Mario, Southern-Italian
Sierra Madre Taqueria,Mexican
Sierra Madre Taqueria, Latin
Sierra Madre Taqueria, South American
Sierra Madre Taqueria, Central American
Gamboa Vinte Taberna,Mediterranean
Gamboa Vinte Taberna, Spanish
Restaurante Bitadorna,Mediterranean
Restaurante Bitadorna, European
Restaurante Bitadorna, Spanish
Taberna Marimorena,Spanish
Taberna Marimorena, Bar
Taberna Marimorena, Mediterranean
Gojan,Japanese
Gojan, Sushi
Gojan, Asian
Gojan, Fusion
Gojan, Healthy
Gojan, Japanese Fusion
Enxalao,Mediterranean
Enxalao, Healthy
Enxalao, Cafe
Enxalao, European
Enxalao, Spanish
Galerna Jan Edan,Mediterranean
Galerna Jan Edan, European
Galerna Jan Edan, Spanish
Galerna Jan Edan, Fusion
La cerveceria,Bar
La cerveceria, European
La cerveceria, Spanish
La cerveceria, Gastropub
La cerveceria, Mediterranean
Txalupa,Bar
Txalupa, European
Txalupa, Spanish
Txalupa, Gastropub
El Serbal,Mediterranean
El Serbal, European
El Serbal, Spanish
De Morro Fino,Mediterranean
De Morro Fino, Spanish
Daria,Mediterranean
Daria, European
Daria, Spanish
Daria, Healthy
Daria, Fusion
La Vinoteca,Fusion
La Vinoteca, Healthy
La Vinoteca, Mediterranean
La Vinoteca, European
La Vinoteca, Spanish
Magnolia Bar,European
Magnolia Bar, Spanish
Restaurante El Capricho,Seafood
Restaurante El Capricho, Mediterranean
Restaurante El Capricho, European
Restaurante El Capricho, Spanish
The Wigan Bar La Isla,Bar
The Wigan Bar La Isla, British
Cheers Bar,Bar
Restaurante Milan,Italian
Restaurante Milan, Indian
Restaurante Milan, Pizza
The Drunken Sailor,Bar
The Drunken Sailor, British
The Drunken Sailor, European
Sam's Bar,Bar
Sam's Bar, British
Sam's Bar, Pub
Metro Ristorante Italiano,Italian
Pasta Fresca Restaurante,Italian
Pasta Fresca Restaurante, Pizza
Pasta Fresca Restaurante, Mediterranean
Pasta Fresca Restaurante, European
The Mariners Pub,International
The Mariners Pub, Spanish
The Mariners Pub, Bar
The Mariners Pub, European
The Mariners Pub, Pub
Inasia,Japanese
Inasia, Sushi
Inasia, Asian
Jacks Smokehouse Benalmadena,American
Jacks Smokehouse Benalmadena, Bar
Gaucho Grill Benalmadena,Steakhouse
Gaucho Grill Benalmadena, European
Gaucho Grill Benalmadena, Argentinean
Eban's,Mediterranean
Eban's, Spanish
Eban's, Contemporary
Eban's, Fusion
La Doña Gastronomía Mexicana,Mexican
La Doña Gastronomía Mexicana, Latin
El Jamonar,Mediterranean
El Jamonar, Spanish
Wabisabi Ramen Bar,Japanese
Wabisabi Ramen Bar, Asian
Flow Food,International
Flow Food, Healthy
Panorama,International
Panorama, Mediterranean
Panorama, European
Panorama, Spanish
Panorama, Contemporary
Panorama, Fusion
Marucho,Seafood
Marucho, Mediterranean
Marucho, Spanish
Marucho, Healthy
Bành Nôï Thaï Viet Food,Asian
Bành Nôï Thaï Viet Food, Thai
Bành Nôï Thaï Viet Food, Vietnamese
Bành Nôï Thaï Viet Food, Healthy
El Rincon de Basi Centro,Mediterranean
El Rincon de Basi Centro, European
El Rincon de Basi Centro, Spanish
Las Patronas centro,Mexican
Cerveceria Karamba,Seafood
Cerveceria Karamba, Mediterranean
Cerveceria Karamba, Spanish
La Encina,Mediterranean
La Encina, European
La Encina, Spanish
Bar Scondite,Mediterranean
Bar Scondite, Spanish
El Jurelico,Mediterranean
El Jurelico, Spanish
Restaurante Casco Antiguo,Mediterranean
Restaurante Casco Antiguo, European
Restaurante Casco Antiguo, Spanish
Restaurante Casco Antiguo, Deli
Restaurante Casco Antiguo, Fusion
Milestone Restaurant and Bar,European
Milestone Restaurant and Bar, International
Restaurante Arroceria Edetanus,Mediterranean
Restaurante Arroceria Edetanus, Spanish
Ganges Tandoori,Indian
Ganges Tandoori, International
ECo Eco Brunch & café,Cafe
ECo Eco Brunch & café, European
ECo Eco Brunch & café, Healthy
Carisma,Healthy
Carisma, International
Carisma, Fusion
Sapori Ristorante Pizzeria,Italian
Sapori Ristorante Pizzeria, Mediterranean
Sapori Ristorante Pizzeria, European
El Tejado,Spanish
El Tejado, Seafood
El Tejado, Mediterranean
Ristorante Pizzeria Desiderio,Italian
Ristorante Pizzeria Desiderio, Seafood
Ristorante Pizzeria Desiderio, Mediterranean
Ristorante Pizzeria Desiderio, Healthy
Restaurante Agua Marina,Italian
Restaurante Agua Marina, Seafood
Restaurante Agua Marina, European
Restaurante Agua Marina, Spanish
Restaurante Agua Marina, Mediterranean
Restaurante Agua Marina, Healthy
El Makami,International
El Makami, Mediterranean
El Makami, European
El Makami, Spanish
El Makami, Wine Bar
Zena,Italian
Zena, Pizza
Zena, Mediterranean
Zena, European
Taberna Vasca Txupinazo,Mediterranean
Taberna Vasca Txupinazo, European
Taberna Vasca Txupinazo, Spanish
Curry and Spices Tenerife,Indian
Curry and Spices Tenerife, Asian
Curry and Spices Tenerife, Balti
Curry and Spices Tenerife, Eastern European
La Piazzetta del Mar,Italian
La Piazzetta del Mar, Seafood
Jamon y Mojo,Mediterranean
Jamon y Mojo, European
Jamon y Mojo, Spanish
Jamon y Mojo, Wine Bar
Restaurante Oriental Gran Familia,Asian
Goleta 55,Fast Food
Goleta 55, Spanish
Lucy Wang Puerto Portals,Japanese
Lucy Wang Puerto Portals, Sushi
Lucy Wang Puerto Portals, Asian
San Hô Restaurant,Japanese
San Hô Restaurant, Peruvian
San Hô Restaurant, Sushi
San Hô Restaurant, Asian
San Hô Restaurant, Fusion
CHAR Modern cocina & grill,Mediterranean
CHAR Modern cocina & grill, Spanish
CHAR Modern cocina & grill, Grill
CHAR Modern cocina & grill, Fusion
CHAR Modern cocina & grill, Steakhouse
CHAR Modern cocina & grill, European
Restaurant 88,Sushi
Restaurant 88, Asian
Restaurant 88, American
Restaurant 88, Latin
Restaurant 88, Argentinean
Orange Cafe,Spanish
Orange Cafe, Czech
Orange Cafe, Gastropub
Rosso Sul Mare Restaurant & Wine Bar,Italian
Rosso Sul Mare Restaurant & Wine Bar, Seafood
Rosso Sul Mare Restaurant & Wine Bar, Mediterranean
Rosso Sul Mare Restaurant & Wine Bar, European
Pizzeria Napoli Carihuela,Italian
Tapas Bar La Salud Adeje,Spanish
Tapas Bar La Salud Adeje, International
TeD - Playa Fañabé,Italian
TeD - Playa Fañabé, Seafood
japones Nozomi,Japanese
japones Nozomi, Sushi
japones Nozomi, Asian
Mirela Restaurant & Pizza,Italian
Mirela Restaurant & Pizza, Pizza
Mirela Restaurant & Pizza, Mediterranean
Mirela Restaurant & Pizza, European
Meson Galego Antoxo,Seafood
Meson Galego Antoxo, Mediterranean
Meson Galego Antoxo, European
Meson Galego Antoxo, Spanish
The Royal Indian Restaurant,Indian
latierra restaurante,Spanish
latierra restaurante, Mediterranean
latierra restaurante, European
latierra restaurante, Healthy
latierra restaurante, International
Restaurante La Yeya,Mediterranean
Restaurante La Yeya, European
Restaurante La Yeya, Spanish
Restaurante La Yeya, International
Dona Gabriella,Italian
Dona Gabriella, Pizza
Dona Gabriella, Healthy
Dona Gabriella, Romana
Dona Gabriella, Mediterranean
Dona Gabriella, Lazio
Dona Gabriella, Central-Italian
La Vaca Glotona,Steakhouse
La Vaca Glotona, Barbecue
La Vaca Glotona, European
La Vaca Glotona, Spanish
Yorkshire Pride Three,Bar
Yorkshire Pride Three, British
Yorkshire Pride Three, Pub
Paradise Bar,Bar
Paradise Bar, European
Paradise Bar, British
Paradise Bar, Pub
Bangkokthai Cuisine,Thai
Tasca y Basta,Spanish
Tasca y Basta, Mediterranean
Clay Oven,Indian
Clay Oven, Asian
Clay Oven, Balti
Snack Bar Mariano's,Bar
Snack Bar Mariano's, Fast Food
Snack Bar Mariano's, Spanish
Snack Bar Mariano's, International
J. Manu,Mediterranean
J. Manu, European
J. Manu, Spanish
Taberna Andaluza,Mediterranean
Taberna Andaluza, European
Taberna Andaluza, Spanish
The Old Factory Bar,American
The Old Factory Bar, Mediterranean
The Old Factory Bar, Spanish
The Old Factory Bar, Bar
The Old Factory Bar, European
The Old Factory Bar, Beer restaurants
GNAM GNAM Mangio Italiano,Italian
GNAM GNAM Mangio Italiano, Pizza
GNAM GNAM Mangio Italiano, Mediterranean
Stag & Pheasant,Bar
Stag & Pheasant, British
Stag & Pheasant, Pub
Joe's Tacos,Mexican
Joe's Tacos, Latin
Joe's Tacos, Fast Food
Sol y Mar Cafe,Cafe
Sol y Mar Cafe, Mediterranean
Sol y Mar Cafe, European
Sol y Mar Cafe, Spanish
Sol y Mar Cafe, International
The Corner Pizza & Burger,European
The Water's Edge,Bar
The Water's Edge, Cafe
Vulcano Grill Steak House,Mediterranean
Vulcano Grill Steak House, European
Vulcano Grill Steak House, Spanish
Contraseña by Código de Barra,Mediterranean
Contraseña by Código de Barra, Spanish
